new_user_id,Recency,Frequency,Monetary,last_purchase,R_Score,F_Score,M_Score,RFM_Score,RFM_Tag,Segment
UID_01685,229,1,4482.87,2024-05-16 16:47:52,2,1,4,7,214,需唤回
UID_01686,152,1,516.5,2024-08-01 03:35:23,3,1,1,5,311,一般用户
UID_01687,150,1,112.56,2024-08-03 09:35:53,3,1,1,5,311,一般用户
UID_01688,21,1,512.08,2024-12-10 12:26:01,5,1,1,7,511,潜力用户
UID_01689,18,1,2753.58,2024-12-13 19:16:20,5,1,4,10,514,高价值
UID_01690,123,1,632.76,2024-08-30 08:50:29,4,1,2,7,412,潜力用户
UID_01691,201,1,795.25,2024-06-13 04:52:05,3,1,2,6,312,一般用户
UID_01692,29,1,46.81,2024-12-02 18:42:01,5,1,1,7,511,潜力用户
UID_01693,321,1,4119.91,2024-02-14 02:50:06,1,1,4,6,114,需唤回
UID_01694,196,1,22850.35,2024-06-18 04:06:56,3,1,5,9,315,高价值
UID_01695,347,1,682.23,2024-01-19 14:36:03,1,1,2,4,112,流失风险
UID_01696,182,1,625.23,2024-07-02 16:00:06,3,1,2,6,312,一般用户
UID_01697,181,1,746.21,2024-07-03 02:43:25,3,1,2,6,312,一般用户
UID_01698,30,1,1071.44,2024-12-01 22:03:34,5,1,2,8,512,潜力用户
UID_01699,138,1,629.7,2024-08-15 00:38:26,4,1,2,7,412,潜力用户
UID_01700,302,1,7482.12,2024-03-04 00:54:09,1,1,5,7,115,需唤回
UID_01701,143,1,775.5,2024-08-10 20:15:30,3,1,2,6,312,一般用户
UID_01702,87,1,576.88,2024-10-05 04:00:57,4,1,1,6,411,潜力用户
UID_01703,285,1,2333.52,2024-03-21 12:11:07,2,1,3,6,213,需唤回
UID_01704,119,1,17429.31,2024-09-03 07:02:38,4,1,5,10,415,高价值
UID_01705,56,1,1812.98,2024-11-05 05:42:17,5,1,3,9,513,潜力用户
UID_01706,292,1,7732.23,2024-03-14 13:30:25,2,1,5,8,215,需唤回
UID_01707,338,1,2443.65,2024-01-28 13:53:01,1,1,3,5,113,需唤回
UID_01708,233,1,908.88,2024-05-12 08:18:57,2,1,2,5,212,流失风险
UID_01709,157,1,14560.78,2024-07-27 09:58:26,3,1,5,9,315,高价值
UID_01710,171,1,3460.0,2024-07-12 23:51:29,3,1,4,8,314,高价值
UID_01711,350,1,2911.38,2024-01-16 11:10:33,1,1,4,6,114,需唤回
UID_01712,159,1,10106.8,2024-07-25 11:47:36,3,1,5,9,315,高价值
UID_01713,324,1,7576.68,2024-02-11 09:36:33,1,1,5,7,115,需唤回
UID_01714,124,1,3775.28,2024-08-29 12:10:30,4,1,4,9,414,高价值
UID_01715,306,1,39.3,2024-02-28 23:44:12,1,1,1,3,111,流失风险
UID_01716,141,1,956.45,2024-08-12 16:14:17,4,1,2,7,412,潜力用户
UID_01717,31,1,272.1,2024-11-30 20:02:47,5,1,1,7,511,潜力用户
UID_01718,33,1,1296.64,2024-11-28 10:27:46,5,1,2,8,512,潜力用户
UID_01719,132,1,664.56,2024-08-21 09:25:02,4,1,2,7,412,潜力用户
UID_01720,287,1,12462.72,2024-03-19 18:30:31,2,1,5,8,215,需唤回
UID_01721,95,1,167.54,2024-09-27 14:17:56,4,1,1,6,411,潜力用户
UID_01722,214,1,377.26,2024-05-31 06:49:20,3,1,1,5,311,一般用户
UID_01723,350,1,13122.56,2024-01-16 19:42:22,1,1,5,7,115,需唤回
UID_01724,154,1,378.94,2024-07-30 08:12:44,3,1,1,5,311,一般用户
UID_01725,164,1,2071.1,2024-07-20 04:13:31,3,1,3,7,313,一般用户
UID_01726,156,1,8781.72,2024-07-28 07:18:52,3,1,5,9,315,高价值
UID_01727,179,1,1241.6,2024-07-05 12:19:15,3,1,2,6,312,一般用户
UID_01728,100,1,926.84,2024-09-22 12:22:52,4,1,2,7,412,潜力用户
UID_01729,46,1,3895.76,2024-11-15 00:18:22,5,1,4,10,514,高价值
UID_01730,85,1,2190.52,2024-10-07 19:37:13,4,1,3,8,413,潜力用户
UID_01731,148,1,994.02,2024-08-05 10:28:23,3,1,2,6,312,一般用户
UID_01732,306,1,2051.6,2024-02-29 09:52:46,1,1,3,5,113,需唤回
UID_01733,68,1,3577.04,2024-10-24 01:47:00,5,1,4,10,514,高价值
UID_01734,139,1,524.92,2024-08-14 14:32:06,4,1,1,6,411,潜力用户
UID_01735,230,1,278.89,2024-05-15 18:54:57,2,1,1,4,211,流失风险
UID_01736,189,1,11634.6,2024-06-25 13:53:00,3,1,5,9,315,高价值
UID_01737,62,1,2821.9,2024-10-30 03:10:45,5,1,4,10,514,高价值
UID_01738,170,1,22995.6,2024-07-14 21:39:01,3,1,5,9,315,高价值
UID_01739,358,1,2724.3,2024-01-08 04:16:47,1,1,4,6,114,需唤回
UID_01740,9,1,2109.87,2024-12-22 10:54:32,5,1,3,9,513,潜力用户
UID_01741,24,1,11945.92,2024-12-07 15:25:29,5,1,5,11,515,高价值
UID_01742,344,1,1030.76,2024-01-22 16:47:20,1,1,2,4,112,流失风险
UID_01743,170,1,13794.52,2024-07-14 21:12:31,3,1,5,9,315,高价值
UID_01744,51,1,895.11,2024-11-10 02:46:03,5,1,2,8,512,潜力用户
UID_01745,253,1,1572.82,2024-04-22 21:23:10,2,1,3,6,213,需唤回
UID_01746,313,1,1130.67,2024-02-22 10:02:24,1,1,2,4,112,流失风险
UID_01747,178,1,262.02,2024-07-06 12:43:31,3,1,1,5,311,一般用户
UID_01748,79,1,14542.05,2024-10-13 12:12:22,4,1,5,10,415,高价值
UID_01749,355,1,4547.61,2024-01-11 10:20:40,1,1,4,6,114,需唤回
UID_01750,246,1,2381.2,2024-04-29 10:23:46,2,1,3,6,213,需唤回
UID_01751,325,1,2809.56,2024-02-10 09:01:18,1,1,4,6,114,需唤回
UID_01752,277,1,2806.56,2024-03-29 07:21:05,2,1,4,7,214,需唤回
UID_01753,184,1,2514.96,2024-06-30 13:54:12,3,1,4,8,314,高价值
UID_01754,246,1,16721.68,2024-04-29 08:13:16,2,1,5,8,215,需唤回
UID_01755,14,1,845.33,2024-12-17 00:20:23,5,1,2,8,512,潜力用户
UID_01756,281,1,228.76,2024-03-25 04:19:11,2,1,1,4,211,流失风险
UID_01757,110,1,330.09,2024-09-12 15:40:09,4,1,1,6,411,潜力用户
UID_01758,29,1,100.42,2024-12-02 19:45:15,5,1,1,7,511,潜力用户
UID_01759,91,1,3552.4,2024-10-01 05:52:14,4,1,4,9,414,高价值
UID_01760,96,1,543.46,2024-09-26 03:09:12,4,1,1,6,411,潜力用户
UID_01761,124,1,9080.11,2024-08-29 09:42:10,4,1,5,10,415,高价值
UID_01762,80,1,956.5,2024-10-12 16:41:55,4,1,2,7,412,潜力用户
UID_01763,253,1,7111.39,2024-04-22 10:34:41,2,1,5,8,215,需唤回
UID_01764,198,1,4225.04,2024-06-16 03:04:10,3,1,4,8,314,高价值
UID_01765,115,1,2988.1,2024-09-07 17:02:31,4,1,4,9,414,高价值
UID_01766,122,1,1881.22,2024-08-31 22:46:54,4,1,3,8,413,潜力用户
UID_01767,68,1,7031.6,2024-10-24 14:56:26,5,1,5,11,515,高价值
UID_01768,365,1,19370.84,2024-01-01 23:25:35,1,1,5,7,115,需唤回
UID_01769,216,1,802.51,2024-05-29 18:27:18,2,1,2,5,212,流失风险
UID_01770,184,1,16556.92,2024-06-30 01:44:49,3,1,5,9,315,高价值
UID_01771,74,1,1402.1,2024-10-18 12:01:28,4,1,3,8,413,潜力用户
UID_01772,65,1,1567.03,2024-10-27 22:18:17,5,1,3,9,513,潜力用户
UID_01773,115,1,1390.32,2024-09-07 08:03:59,4,1,3,8,413,潜力用户
UID_01774,59,1,6619.77,2024-11-02 13:47:41,5,1,5,11,515,高价值
UID_01775,170,1,563.88,2024-07-14 18:49:13,3,1,1,5,311,一般用户
UID_01776,57,1,3166.92,2024-11-04 13:22:15,5,1,4,10,514,高价值
UID_01777,14,1,1479.6,2024-12-17 01:29:32,5,1,3,9,513,潜力用户
UID_01778,136,1,1870.92,2024-08-17 19:22:19,4,1,3,8,413,潜力用户
UID_01779,64,1,3973.0,2024-10-28 17:47:34,5,1,4,10,514,高价值
UID_01780,187,1,472.24,2024-06-27 22:39:03,3,1,1,5,311,一般用户
UID_01781,359,1,1531.88,2024-01-07 06:18:51,1,1,3,5,113,需唤回
UID_01782,207,1,1646.32,2024-06-07 02:14:07,3,1,3,7,313,一般用户
UID_01783,321,1,2867.76,2024-02-14 11:19:00,1,1,4,6,114,需唤回
UID_01784,73,1,3024.44,2024-10-19 17:02:12,4,1,4,9,414,高价值
UID_01785,135,1,3031.4,2024-08-18 06:29:49,4,1,4,9,414,高价值
UID_01786,131,1,2193.28,2024-08-22 16:36:21,4,1,3,8,413,潜力用户
UID_01787,294,1,745.02,2024-03-12 10:24:23,1,1,2,4,112,流失风险
UID_01788,10,1,16663.46,2024-12-21 10:25:47,5,1,5,11,515,高价值
UID_01789,144,1,204.99,2024-08-09 19:11:06,3,1,1,5,311,一般用户
UID_01790,46,1,2944.44,2024-11-15 10:26:19,5,1,4,10,514,高价值
UID_01791,309,1,97.65,2024-02-26 18:12:18,1,1,1,3,111,流失风险
UID_01792,191,1,1588.02,2024-06-23 14:52:00,3,1,3,7,313,一般用户
UID_01793,355,1,2516.3,2024-01-11 04:19:46,1,1,4,6,114,需唤回
UID_01794,245,1,1516.7,2024-04-30 13:33:25,2,1,3,6,213,需唤回
UID_01795,92,1,9493.81,2024-09-30 19:11:01,4,1,5,10,415,高价值
UID_01796,240,1,3130.1,2024-05-05 00:02:08,2,1,4,7,214,需唤回
UID_01797,191,1,2296.5,2024-06-23 15:41:37,3,1,3,7,313,一般用户
UID_01798,10,1,2348.7,2024-12-21 16:33:17,5,1,3,9,513,潜力用户
UID_01799,150,1,1042.14,2024-08-03 11:37:55,3,1,2,6,312,一般用户
UID_01800,361,1,356.64,2024-01-05 20:39:12,1,1,1,3,111,流失风险
UID_01801,125,1,1948.11,2024-08-28 04:43:11,4,1,3,8,413,潜力用户
UID_01802,364,1,251.46,2024-01-02 11:29:01,1,1,1,3,111,流失风险
UID_01803,247,1,670.33,2024-04-28 04:52:42,2,1,2,5,212,流失风险
UID_01804,25,1,155.88,2024-12-06 05:43:54,5,1,1,7,511,潜力用户
UID_01805,128,1,669.45,2024-08-25 22:13:04,4,1,2,7,412,潜力用户
UID_01806,214,1,400.96,2024-05-31 07:20:25,3,1,1,5,311,一般用户
UID_01807,290,1,1730.85,2024-03-16 06:48:38,2,1,3,6,213,需唤回
UID_01808,361,1,2244.85,2024-01-05 09:01:42,1,1,3,5,113,需唤回
UID_01809,235,1,20645.5,2024-05-10 16:38:22,2,1,5,8,215,需唤回
UID_01810,324,1,1296.28,2024-02-11 03:05:04,1,1,2,4,112,流失风险
UID_01811,311,1,435.81,2024-02-24 21:07:17,1,1,1,3,111,流失风险
UID_01812,103,1,287.56,2024-09-19 20:35:23,4,1,1,6,411,潜力用户
UID_01813,107,1,967.0,2024-09-15 05:48:05,4,1,2,7,412,潜力用户
UID_01814,195,1,899.24,2024-06-19 11:26:49,3,1,2,6,312,一般用户
UID_01815,75,1,2742.15,2024-10-17 14:41:50,4,1,4,9,414,高价值
UID_01816,316,1,406.82,2024-02-19 09:08:11,1,1,1,3,111,流失风险
UID_01817,224,1,8756.64,2024-05-21 23:13:36,2,1,5,8,215,需唤回
UID_01818,11,1,1228.3,2024-12-20 04:10:30,5,1,2,8,512,潜力用户
UID_01819,81,1,4522.74,2024-10-11 01:06:54,4,1,4,9,414,高价值
UID_01820,50,1,1328.34,2024-11-11 19:18:42,5,1,3,9,513,潜力用户
UID_01821,189,1,2977.8,2024-06-25 19:14:56,3,1,4,8,314,高价值
UID_01822,66,1,1814.0,2024-10-26 02:39:13,5,1,3,9,513,潜力用户
UID_01823,161,1,2226.7,2024-07-23 02:56:47,3,1,3,7,313,一般用户
UID_01824,126,1,18772.16,2024-08-27 16:41:49,4,1,5,10,415,高价值
UID_01825,258,1,3528.64,2024-04-17 11:22:44,2,1,4,7,214,需唤回
UID_01826,31,1,1666.52,2024-11-30 12:12:19,5,1,3,9,513,潜力用户
UID_01827,179,1,583.65,2024-07-05 10:12:39,3,1,1,5,311,一般用户
UID_01828,249,1,592.8,2024-04-26 01:10:22,2,1,1,4,211,流失风险
UID_01829,214,1,2412.25,2024-05-31 16:31:32,3,1,3,7,313,一般用户
UID_01830,205,1,3862.04,2024-06-09 02:02:32,3,1,4,8,314,高价值
UID_01831,83,1,34048.55,2024-10-09 07:27:20,4,1,5,10,415,高价值
UID_01832,236,1,2007.33,2024-05-09 21:16:42,2,1,3,6,213,需唤回
UID_01833,66,1,1059.76,2024-10-26 19:01:55,5,1,2,8,512,潜力用户
UID_01834,14,1,509.32,2024-12-17 16:15:01,5,1,1,7,511,潜力用户
UID_01835,74,1,1701.56,2024-10-18 16:41:31,4,1,3,8,413,潜力用户
UID_01836,286,1,297.57,2024-03-20 00:06:30,2,1,1,4,211,流失风险
UID_01837,305,1,91.89,2024-03-01 01:37:03,1,1,1,3,111,流失风险
UID_01838,253,1,792.56,2024-04-22 14:52:23,2,1,2,5,212,流失风险
UID_01839,209,1,223.54,2024-06-05 19:09:29,3,1,1,5,311,一般用户
UID_01840,246,1,7068.63,2024-04-29 06:37:18,2,1,5,8,215,需唤回
UID_01841,100,1,5551.54,2024-09-22 00:33:57,4,1,5,10,415,高价值
UID_01842,308,1,7608.09,2024-02-26 23:41:45,1,1,5,7,115,需唤回
UID_01843,279,1,8791.17,2024-03-27 09:40:24,2,1,5,8,215,需唤回
UID_01844,307,1,225.69,2024-02-28 18:34:38,1,1,1,3,111,流失风险
UID_01845,97,1,238.27,2024-09-25 18:48:44,4,1,1,6,411,潜力用户
UID_01846,159,1,526.3,2024-07-25 04:05:16,3,1,1,5,311,一般用户
UID_01847,76,1,17728.2,2024-10-16 06:14:51,4,1,5,10,415,高价值
UID_01848,42,1,38724.0,2024-11-19 15:03:19,5,1,5,11,515,高价值
UID_01849,296,1,4810.0,2024-03-10 15:54:02,1,1,4,6,114,需唤回
UID_01850,263,1,735.1,2024-04-12 09:49:14,2,1,2,5,212,流失风险
UID_01851,167,1,29971.4,2024-07-17 04:46:49,3,1,5,9,315,高价值
UID_01852,320,1,680.34,2024-02-15 19:02:24,1,1,2,4,112,流失风险
UID_01853,166,1,38278.32,2024-07-18 11:11:39,3,1,5,9,315,高价值
UID_01854,230,1,7079.64,2024-05-15 14:55:34,2,1,5,8,215,需唤回
UID_01855,51,1,1402.89,2024-11-10 15:01:48,5,1,3,9,513,潜力用户
UID_01856,136,1,460.74,2024-08-17 07:25:01,4,1,1,6,411,潜力用户
UID_01857,161,1,881.6,2024-07-23 18:44:17,3,1,2,6,312,一般用户
UID_01858,299,1,5967.8,2024-03-07 12:37:24,1,1,5,7,115,需唤回
UID_01859,124,1,11946.42,2024-08-29 04:34:11,4,1,5,10,415,高价值
UID_01860,251,1,5051.4,2024-04-24 07:03:44,2,1,4,7,214,需唤回
UID_01861,75,1,937.56,2024-10-17 00:06:14,4,1,2,7,412,潜力用户
UID_01862,26,1,478.34,2024-12-05 07:44:20,5,1,1,7,511,潜力用户
UID_01863,25,1,1377.32,2024-12-06 19:50:40,5,1,3,9,513,潜力用户
UID_01864,318,1,581.02,2024-02-17 06:34:29,1,1,1,3,111,流失风险
UID_01865,348,1,574.0,2024-01-18 11:02:18,1,1,1,3,111,流失风险
UID_01866,98,1,1893.66,2024-09-24 19:13:36,4,1,3,8,413,潜力用户
UID_01867,3,1,6334.55,2024-12-28 01:48:23,5,1,5,11,515,高价值
UID_01868,18,1,24537.27,2024-12-13 05:10:22,5,1,5,11,515,高价值
UID_01869,116,1,435.94,2024-09-06 16:49:03,4,1,1,6,411,潜力用户
UID_01870,42,1,6956.32,2024-11-19 09:16:06,5,1,5,11,515,高价值
UID_01871,99,1,1148.06,2024-09-23 11:20:53,4,1,2,7,412,潜力用户
UID_01872,112,1,804.9,2024-09-10 02:47:26,4,1,2,7,412,潜力用户
UID_01873,301,1,18423.15,2024-03-05 10:32:15,1,1,5,7,115,需唤回
UID_01874,352,1,920.09,2024-01-14 15:10:58,1,1,2,4,112,流失风险
UID_01875,216,1,4316.04,2024-05-29 21:09:29,2,1,4,7,214,需唤回
UID_01876,251,1,3061.95,2024-04-24 13:07:55,2,1,4,7,214,需唤回
UID_01877,289,1,1886.72,2024-03-17 13:40:08,2,1,3,6,213,需唤回
UID_01878,154,1,13546.29,2024-07-30 02:43:07,3,1,5,9,315,高价值
UID_01879,218,1,16168.74,2024-05-27 17:21:41,2,1,5,8,215,需唤回
UID_01880,233,1,39726.7,2024-05-12 21:59:07,2,1,5,8,215,需唤回
UID_01881,353,1,2678.32,2024-01-13 19:36:16,1,1,4,6,114,需唤回
UID_01882,196,1,662.04,2024-06-18 03:38:32,3,1,2,6,312,一般用户
UID_01883,157,1,247.1,2024-07-27 16:34:19,3,1,1,5,311,一般用户
UID_01884,280,1,3859.33,2024-03-26 01:14:13,2,1,4,7,214,需唤回
UID_01885,230,1,16634.08,2024-05-15 23:10:55,2,1,5,8,215,需唤回
UID_01886,108,1,2695.44,2024-09-14 17:25:08,4,1,4,9,414,高价值
UID_01887,155,1,17128.4,2024-07-29 17:43:36,3,1,5,9,315,高价值
UID_01888,358,1,383.46,2024-01-08 21:26:28,1,1,1,3,111,流失风险
UID_01889,97,1,669.22,2024-09-25 00:17:19,4,1,2,7,412,潜力用户
UID_01890,184,1,379.14,2024-06-30 08:23:35,3,1,1,5,311,一般用户
UID_01891,200,1,4252.75,2024-06-14 11:26:04,3,1,4,8,314,高价值
UID_01892,58,1,1101.69,2024-11-03 07:52:23,5,1,2,8,512,潜力用户
UID_01893,323,1,1292.46,2024-02-12 00:53:01,1,1,2,4,112,流失风险
UID_01894,351,1,81.74,2024-01-14 23:52:30,1,1,1,3,111,流失风险
UID_01895,46,1,3414.78,2024-11-15 08:09:07,5,1,4,10,514,高价值
UID_01896,100,1,7557.26,2024-09-22 18:24:52,4,1,5,10,415,高价值
UID_01897,150,1,2031.4,2024-08-02 23:44:28,3,1,3,7,313,一般用户
UID_01898,253,1,3199.44,2024-04-22 15:53:32,2,1,4,7,214,需唤回
UID_01899,175,1,427.74,2024-07-09 01:04:39,3,1,1,5,311,一般用户
UID_01900,289,1,440.18,2024-03-17 12:18:54,2,1,1,4,211,流失风险
UID_01901,20,1,17391.72,2024-12-11 18:55:52,5,1,5,11,515,高价值
UID_01902,198,1,4533.93,2024-06-16 18:28:39,3,1,4,8,314,高价值
UID_01903,265,1,6714.99,2024-04-10 16:10:58,2,1,5,8,215,需唤回
UID_01904,365,1,1222.8,2024-01-01 19:19:49,1,1,2,4,112,流失风险
UID_01905,198,1,362.91,2024-06-16 15:07:25,3,1,1,5,311,一般用户
UID_01906,355,1,282.98,2024-01-11 11:53:39,1,1,1,3,111,流失风险
UID_01907,360,1,3958.59,2024-01-06 16:36:03,1,1,4,6,114,需唤回
UID_01908,199,1,2917.98,2024-06-15 12:41:44,3,1,4,8,314,高价值
UID_01909,172,1,24327.54,2024-07-12 17:58:40,3,1,5,9,315,高价值
UID_01910,8,1,926.49,2024-12-23 03:37:15,5,1,2,8,512,潜力用户
UID_01911,225,1,433.28,2024-05-20 00:13:48,2,1,1,4,211,流失风险
UID_01912,180,1,2882.13,2024-07-04 00:41:49,3,1,4,8,314,高价值
UID_01913,254,1,564.58,2024-04-21 10:36:13,2,1,1,4,211,流失风险
UID_01914,245,1,938.24,2024-04-30 11:05:06,2,1,2,5,212,流失风险
UID_01915,279,1,18025.62,2024-03-27 16:01:34,2,1,5,8,215,需唤回
UID_01916,222,1,293.38,2024-05-23 14:24:18,2,1,1,4,211,流失风险
UID_01917,241,1,4220.1,2024-05-04 09:00:11,2,1,4,7,214,需唤回
UID_01918,1,1,1811.97,2024-12-30 19:34:49,5,1,3,9,513,潜力用户
UID_01919,169,1,6267.43,2024-07-15 20:35:14,3,1,5,9,315,高价值
UID_01920,118,1,22941.45,2024-09-04 12:21:44,4,1,5,10,415,高价值
UID_01921,188,1,311.23,2024-06-26 15:11:45,3,1,1,5,311,一般用户
UID_01922,90,1,960.6,2024-10-02 21:45:24,4,1,2,7,412,潜力用户
UID_01923,246,1,13848.55,2024-04-29 17:58:28,2,1,5,8,215,需唤回
UID_01924,273,1,890.36,2024-04-02 07:50:16,2,1,2,5,212,流失风险
UID_01925,24,1,2760.93,2024-12-07 02:12:04,5,1,4,10,514,高价值
UID_01926,217,1,35113.7,2024-05-28 04:44:05,2,1,5,8,215,需唤回
UID_01927,193,1,232.59,2024-06-21 22:15:23,3,1,1,5,311,一般用户
UID_01928,314,1,2884.35,2024-02-21 09:30:44,1,1,4,6,114,需唤回
UID_01929,97,1,6957.99,2024-09-25 04:36:27,4,1,5,10,415,高价值
UID_01930,292,1,280.17,2024-03-14 21:46:50,2,1,1,4,211,流失风险
UID_01931,1,1,3846.08,2024-12-30 13:28:03,5,1,4,10,514,高价值
UID_01932,261,1,1757.8,2024-04-14 04:49:35,2,1,3,6,213,需唤回
UID_01933,187,1,16387.88,2024-06-27 16:43:36,3,1,5,9,315,高价值
UID_01934,183,1,3835.36,2024-07-01 17:41:03,3,1,4,8,314,高价值
UID_01935,195,1,3513.65,2024-06-19 08:01:14,3,1,4,8,314,高价值
UID_01936,169,1,2613.0,2024-07-15 10:27:08,3,1,4,8,314,高价值
UID_01937,284,1,15006.51,2024-03-22 15:41:41,2,1,5,8,215,需唤回
UID_01938,118,1,176.63,2024-09-04 06:50:46,4,1,1,6,411,潜力用户
UID_01939,39,1,3067.7,2024-11-22 04:08:49,5,1,4,10,514,高价值
UID_01940,211,1,2353.0,2024-06-03 05:31:57,3,1,3,7,313,一般用户
UID_01941,296,1,7659.9,2024-03-10 04:41:01,1,1,5,7,115,需唤回
UID_01942,78,1,1739.5,2024-10-14 17:04:58,4,1,3,8,413,潜力用户
UID_01943,133,1,25365.12,2024-08-20 14:15:13,4,1,5,10,415,高价值
UID_01944,150,1,1570.96,2024-08-03 14:32:54,3,1,3,7,313,一般用户
UID_01945,5,1,2979.76,2024-12-26 14:50:38,5,1,4,10,514,高价值
UID_01946,136,1,3836.79,2024-08-17 10:21:46,4,1,4,9,414,高价值
UID_01947,180,1,279.63,2024-07-04 12:24:15,3,1,1,5,311,一般用户
UID_01948,171,1,3882.04,2024-07-13 16:08:48,3,1,4,8,314,高价值
UID_01949,251,1,7004.43,2024-04-24 13:50:50,2,1,5,8,215,需唤回
UID_01950,236,1,2765.52,2024-05-09 01:00:31,2,1,4,7,214,需唤回
UID_01951,181,1,20598.25,2024-07-03 13:09:55,3,1,5,9,315,高价值
UID_01952,208,1,3153.68,2024-06-06 19:49:25,3,1,4,8,314,高价值
UID_01953,14,1,3210.24,2024-12-17 03:42:51,5,1,4,10,514,高价值
UID_01954,256,1,1322.46,2024-04-19 06:28:33,2,1,3,6,213,需唤回
UID_01955,12,1,7078.49,2024-12-19 04:05:07,5,1,5,11,515,高价值
UID_01956,219,1,1039.46,2024-05-26 09:51:44,2,1,2,5,212,流失风险
UID_01957,348,1,8307.9,2024-01-18 13:47:36,1,1,5,7,115,需唤回
UID_01958,324,1,1470.13,2024-02-11 17:38:19,1,1,3,5,113,需唤回
UID_01959,77,1,2253.99,2024-10-15 20:37:45,4,1,3,8,413,潜力用户
UID_01960,169,1,1638.54,2024-07-15 04:39:40,3,1,3,7,313,一般用户
UID_01961,60,1,4844.15,2024-11-01 11:26:12,5,1,4,10,514,高价值
UID_01962,70,1,1605.18,2024-10-21 23:32:50,5,1,3,9,513,潜力用户
UID_01963,360,1,3620.63,2024-01-06 05:01:44,1,1,4,6,114,需唤回
UID_01964,233,1,3563.16,2024-05-12 11:51:55,2,1,4,7,214,需唤回
UID_01965,365,1,3708.24,2024-01-01 00:31:18,1,1,4,6,114,需唤回
UID_01966,364,1,569.82,2024-01-02 17:23:01,1,1,1,3,111,流失风险
UID_01967,162,1,317.98,2024-07-22 11:15:38,3,1,1,5,311,一般用户
UID_01968,311,1,577.89,2024-02-24 18:35:22,1,1,1,3,111,流失风险
UID_01969,132,1,1825.5,2024-08-21 17:45:34,4,1,3,8,413,潜力用户
UID_01970,179,1,1344.24,2024-07-05 20:47:15,3,1,3,7,313,一般用户
UID_01971,147,1,2941.9,2024-08-06 02:23:49,3,1,4,8,314,高价值
UID_01972,347,1,1873.12,2024-01-19 09:53:48,1,1,3,5,113,需唤回
UID_01973,153,1,40793.8,2024-07-31 21:52:04,3,1,5,9,315,高价值
UID_01974,106,1,735.33,2024-09-16 01:55:57,4,1,2,7,412,潜力用户
UID_01975,248,1,105.39,2024-04-27 10:41:17,2,1,1,4,211,流失风险
UID_01976,80,1,1407.58,2024-10-12 06:02:12,4,1,3,8,413,潜力用户
UID_01977,225,1,2697.16,2024-05-20 18:40:12,2,1,4,7,214,需唤回
UID_01978,87,1,3939.4,2024-10-05 19:52:26,4,1,4,9,414,高价值
UID_01979,183,1,2513.65,2024-07-01 12:42:48,3,1,4,8,314,高价值
UID_01980,163,1,5565.36,2024-07-21 02:32:26,3,1,5,9,315,高价值
UID_01981,172,1,3900.28,2024-07-12 02:37:14,3,1,4,8,314,高价值
UID_01982,218,1,23888.2,2024-05-27 06:50:52,2,1,5,8,215,需唤回
UID_01983,264,1,13511.32,2024-04-11 13:43:53,2,1,5,8,215,需唤回
UID_01984,329,1,627.72,2024-02-06 22:28:03,1,1,2,4,112,流失风险
UID_01985,104,1,18499.48,2024-09-18 17:47:39,4,1,5,10,415,高价值
UID_01986,265,1,1722.52,2024-04-10 18:15:07,2,1,3,6,213,需唤回
UID_01987,119,1,3241.05,2024-09-03 12:20:00,4,1,4,9,414,高价值
UID_01988,297,1,133.95,2024-03-09 05:01:50,1,1,1,3,111,流失风险
UID_01989,285,1,428.96,2024-03-20 23:35:05,2,1,1,4,211,流失风险
UID_01990,245,1,4860.28,2024-04-30 16:42:45,2,1,4,7,214,需唤回
UID_01991,77,1,1318.45,2024-10-15 21:26:48,4,1,2,7,412,潜力用户
UID_01992,121,1,1546.71,2024-09-01 05:46:44,4,1,3,8,413,潜力用户
UID_01993,75,1,540.08,2024-10-17 13:20:19,4,1,1,6,411,潜力用户
UID_01994,238,1,415.43,2024-05-07 23:06:13,2,1,1,4,211,流失风险
UID_01995,165,1,2110.74,2024-07-19 15:27:50,3,1,3,7,313,一般用户
UID_01996,335,1,2173.82,2024-01-31 07:36:58,1,1,3,5,113,需唤回
UID_01997,355,1,948.0,2024-01-11 04:36:31,1,1,2,4,112,流失风险
UID_01998,332,1,1448.1,2024-02-03 22:25:27,1,1,3,5,113,需唤回
UID_01999,298,1,899.32,2024-03-08 01:55:13,1,1,2,4,112,流失风险
UID_02000,163,1,872.04,2024-07-21 18:16:40,3,1,2,6,312,一般用户
UID_02001,172,1,22467.7,2024-07-12 01:07:09,3,1,5,9,315,高价值
UID_02002,60,1,567.03,2024-11-01 04:20:29,5,1,1,7,511,潜力用户
UID_02003,34,1,3171.92,2024-11-27 07:49:53,5,1,4,10,514,高价值
UID_02004,329,1,291.52,2024-02-06 09:24:42,1,1,1,3,111,流失风险
UID_02005,189,1,1985.94,2024-06-24 23:54:21,3,1,3,7,313,一般用户
UID_02006,48,1,1177.48,2024-11-13 08:52:22,5,1,2,8,512,潜力用户
UID_02007,89,1,3023.61,2024-10-03 19:02:26,4,1,4,9,414,高价值
UID_02008,259,1,1481.3,2024-04-16 09:32:57,2,1,3,6,213,需唤回
UID_02009,264,1,2838.4,2024-04-11 06:56:44,2,1,4,7,214,需唤回
UID_02010,114,1,1296.24,2024-09-08 22:39:24,4,1,2,7,412,潜力用户
UID_02011,102,1,446.34,2024-09-20 21:21:05,4,1,1,6,411,潜力用户
